發生年度,發生月份,發生日期,發生時間,天候名稱,光線名稱,道路類別-第1當事者-名稱,道路型態大類別名稱,道路型態子類別名稱,事故位置大類別名稱,事故位置子類別名稱,路面狀況-路面鋪裝名稱,路面狀況-路面狀態名稱,路面狀況-路面缺陷名稱,道路障礙-障礙物名稱,道路障礙-視距品質名稱,道路障礙-視距名稱,號誌-號誌種類名稱,號誌-號誌動作名稱,車道劃分設施-分向設施大類別名稱,車道劃分設施-分向設施子類別名稱,車道劃分設施-分道設施-快車道或一般車道間名稱,車道劃分設施-分道設施-快慢車道間名稱,車道劃分設施-分道設施-路面邊線名稱,事故類型及型態大類別名稱,事故類型及型態子類別名稱,肇因研判大類別名稱-主要,肇因研判子類別名稱-主要,死亡受傷人數,當事者順位,當事者區分-類別-大類別名稱-車種,當事者區分-類別-子類別名稱-車種,當事者屬-性-別名稱,保護裝備名稱,行動電話或電腦或其他相類功能裝置名稱,當事者行動狀態大類別名稱,當事者行動狀態子類別名稱,車輛撞擊部位大類別名稱-最初,車輛撞擊部位子類別名稱-最初,經度,緯度
2022,9,20220913,73500,晴,日間自然光線,市區道路,單路部分,直路,路段,快車道,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,雙向禁止超車線,附標記,未繪設車道線,快慢車道分隔線,有,車與車,追撞,駕駛人,未注意車前狀態,死亡1;受傷5,7,人,乘客,男,戴安全帽或繫安全帶(使用幼童安全椅),非駕駛人,人的狀態,其他,其他,非汽(機)車,121.092223,22.856393
2022,9,20220913,85100,雨,日間自然光線,市區道路,交岔路,四岔路,交叉路口,交叉路口內,柏油,濕潤,無缺陷,無障礙物,良好,良好,無號誌,無號誌,行車分向線,無標記,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛人,未依規定讓車,死亡1;受傷0,1,小客車,自用,男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,左轉彎,其他,不明,121.554051,25.029686
2022,9,20220913,85100,雨,日間自然光線,市區道路,交岔路,四岔路,交叉路口,交叉路口內,柏油,濕潤,無缺陷,無障礙物,良好,良好,無號誌,無號誌,行車分向線,無標記,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛人,未依規定讓車,死亡1;受傷0,2,機車,普通重型,男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,右側車身,121.554051,25.029686
2022,9,20220913,124330,強風,日間自然光線,省道,單路部分,直路,路段,慢車道,柏油,乾燥,無缺陷,道路工事(程)中,良好,良好,無號誌,無號誌,中央分向島,寛式(50公分以上),車道線(附標記),快慢車道分隔線,有,汽(機)車本身,撞路樹、電桿,駕駛人,未注意車前狀態,死亡1;受傷0,1,機車,普通重型,女,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,前車頭,120.551852,22.626191
2022,9,20220913,170230,晴,日間自然光線,市區道路,單路部分,直路,路段,慢車道,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,寛式(50公分以上),車道線(無標記),寛式快慢車道分隔島(50公分以上),有,汽(機)車本身,撞路樹、電桿,其他,不明原因肇事,死亡1;受傷0,1,機車,普通重型,男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,前車頭,120.272771,22.975593
2022,9,20220913,180825,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛人,左轉彎未依規定,死亡1;受傷1,1,小客車,自用,男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,左轉彎,汽車,右前車頭(身),120.895322,24.708205
2022,9,20220913,180825,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛人,左轉彎未依規定,死亡1;受傷1,2,機車,大型重型2(250-550C.C.),男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,前車頭,120.895322,24.708205
2022,9,20220913,183246,晴,夜間(或隧道、地下道、涵洞)無照明,國道,單路部分,直路,路段,快車道,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,寛式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,人與汽(機)車,其他,行人(或乘客),其他引起事故之疏失或行為,死亡1;受傷1,1,人,其他人,男,其他(無需使用保護裝備之人),不明,人的狀態,其他,其他,非汽(機)車,120.534836,23.607978
2022,9,20220913,183246,晴,夜間(或隧道、地下道、涵洞)無照明,國道,單路部分,直路,路段,快車道,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,寛式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,人與汽(機)車,其他,行人(或乘客),其他引起事故之疏失或行為,死亡1;受傷1,2,小客車,自用,男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,前車頭,120.534836,23.607978
2022,9,20220913,183246,晴,夜間(或隧道、地下道、涵洞)無照明,國道,單路部分,直路,路段,快車道,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,寛式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,人與汽(機)車,其他,行人(或乘客),其他引起事故之疏失或行為,死亡1;受傷1,3,小客車,自用,男,不明,不明,車的狀態,其他,汽車,後車尾,120.534836,23.607978
2022,9,20220913,183246,晴,夜間(或隧道、地下道、涵洞)無照明,國道,單路部分,直路,路段,快車道,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,寛式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,人與汽(機)車,其他,行人(或乘客),其他引起事故之疏失或行為,死亡1;受傷1,4,小客車,自用,男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,其他,汽車,車底,120.534836,23.607978
2022,9,20220913,183246,晴,夜間(或隧道、地下道、涵洞)無照明,國道,單路部分,直路,路段,快車道,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,寛式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,人與汽(機)車,其他,行人(或乘客),其他引起事故之疏失或行為,死亡1;受傷1,5,小客車,自用,男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,其他,汽車,左前車頭(身),120.534836,23.607978
2022,9,20220913,183246,晴,夜間(或隧道、地下道、涵洞)無照明,國道,單路部分,直路,路段,快車道,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,寛式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,人與汽(機)車,其他,行人(或乘客),其他引起事故之疏失或行為,死亡1;受傷1,6,小客車,自用,女,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,其他,汽車,左側車身,120.534836,23.607978
2022,9,20220913,183246,晴,夜間(或隧道、地下道、涵洞)無照明,國道,單路部分,直路,路段,快車道,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,寛式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,人與汽(機)車,其他,行人(或乘客),其他引起事故之疏失或行為,死亡1;受傷1,7,大客車,遊覽車,男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,其他,汽車,左側車身,120.534836,23.607978
2022,9,20220914,300,晴,夜間(或隧道、地下道、涵洞)有照明,鄉道,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,人與汽(機)車,其他,行人(或乘客),其他引起事故之疏失或行為,死亡1;受傷1,1,人,行人,男,其他(無需使用保護裝備之人),非駕駛人,人的狀態,其他,其他,非汽(機)車,120.979767,24.84802
2022,9,20220914,300,晴,夜間(或隧道、地下道、涵洞)有照明,鄉道,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,人與汽(機)車,其他,行人(或乘客),其他引起事故之疏失或行為,死亡1;受傷1,2,機車,普通重型,女,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,前車頭,120.979767,24.84802
2022,9,20220914,13000,雨,夜間(或隧道、地下道、涵洞)有照明,省道,單路部分,彎曲路及附近,路段,一般車道(未劃分快慢車道),柏油,濕潤,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,寛式(50公分以上),車道線(無標記),未繪設快慢車道分隔線,有,汽(機)車本身,撞路樹、電桿,駕駛人,超速失控,死亡1;受傷1,1,小客車,自用,男,不明,不明,車的狀態,向前直行中,汽車,前車頭,121.691234,25.203859
2022,9,20220914,13000,雨,夜間(或隧道、地下道、涵洞)有照明,省道,單路部分,彎曲路及附近,路段,一般車道(未劃分快慢車道),柏油,濕潤,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,寛式(50公分以上),車道線(無標記),未繪設快慢車道分隔線,有,汽(機)車本身,撞路樹、電桿,駕駛人,超速失控,死亡1;受傷1,3,人,乘客,男,不明,非駕駛人,人的狀態,其他,其他,非汽(機)車,121.691234,25.203859
2022,9,20220914,44400,陰,夜間(或隧道、地下道、涵洞)有照明,市區道路,單路部分,直路,路段,機車優先道,柏油,濕潤,無缺陷,路上有停車,良好,良好,無號誌,無號誌,行車分向線,附標記,車道線(附標記),快慢車道分隔線,有,車與車,側撞,駕駛人,未注意車前狀態,死亡1;受傷0,1,機車,普通重型,男,戴安全帽或繫安全帶(使用幼童安全椅),不明,車的狀態,向前直行中,機車,前車頭,121.6895,25.072719
2022,9,20220914,44400,陰,夜間(或隧道、地下道、涵洞)有照明,市區道路,單路部分,直路,路段,機車優先道,柏油,濕潤,無缺陷,路上有停車,良好,良好,無號誌,無號誌,行車分向線,附標記,車道線(附標記),快慢車道分隔線,有,車與車,側撞,駕駛人,未注意車前狀態,死亡1;受傷0,2,曳引車,營業用,男,不明,不明,車的狀態,靜止(引擎熄火),汽車,左後車尾(身),121.6895,25.072719
2022,9,20220914,64000,晴,日間自然光線,市區道路,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛人,未依規定讓車,死亡1;受傷0,1,小客車,自用,男,不明,不明,車的狀態,左轉彎,汽車,右後車尾(身),121.198354,24.84582
2022,9,20220914,64000,晴,日間自然光線,市區道路,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛人,未依規定讓車,死亡1;受傷0,2,機車,普通重型,男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,其他,不明,121.198354,24.84582
2022,9,20220914,71400,晴,日間自然光線,市區道路,單路部分,高架道路,交流道,加速車道,柏油,濕潤,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,窄式附柵欄,車道線(附標記),未繪設快慢車道分隔線,有,車與車,追撞,駕駛人,未保持行車安全距離,死亡1;受傷0,1,機車,大型重型1(550C.C.以上),男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,前車頭,121.527854,25.051816
2022,9,20220914,71400,晴,日間自然光線,市區道路,單路部分,高架道路,交流道,加速車道,柏油,濕潤,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,窄式附柵欄,車道線(附標記),未繪設快慢車道分隔線,有,車與車,追撞,駕駛人,未保持行車安全距離,死亡1;受傷0,2,小客車,自用,男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,後車尾,121.527854,25.051816
2022,9,20220914,71400,晴,日間自然光線,市區道路,單路部分,高架道路,交流道,加速車道,柏油,濕潤,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,窄式附柵欄,車道線(附標記),未繪設快慢車道分隔線,有,車與車,追撞,駕駛人,未保持行車安全距離,死亡1;受傷0,3,小客車,自用,男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,前車頭,121.527854,25.051816
2022,9,20220914,71400,晴,日間自然光線,市區道路,單路部分,高架道路,交流道,加速車道,柏油,濕潤,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,窄式附柵欄,車道線(附標記),未繪設快慢車道分隔線,有,車與車,追撞,駕駛人,未保持行車安全距離,死亡1;受傷0,4,小客車,自用,男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,左前車頭(身),121.527854,25.051816
2022,9,20220914,71400,晴,日間自然光線,市區道路,單路部分,高架道路,交流道,加速車道,柏油,濕潤,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,窄式附柵欄,車道線(附標記),未繪設快慢車道分隔線,有,車與車,追撞,駕駛人,未保持行車安全距離,死亡1;受傷0,5,小客車,自用,女,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,其他,不明,121.527854,25.051816
2022,9,20220914,72200,晴,日間自然光線,縣道,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌,正常,中央分向島,寛式(50公分以上),車道線(附標記),快慢車道分隔線,有,車與車,路口交岔撞,駕駛人,違反號誌管制或指揮,死亡1;受傷3,1,小貨車(含客、貨兩用),自用,男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,前車頭,120.488454,22.596841
2022,9,20220914,72200,晴,日間自然光線,縣道,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌,正常,中央分向島,寛式(50公分以上),車道線(附標記),快慢車道分隔線,有,車與車,路口交岔撞,駕駛人,違反號誌管制或指揮,死亡1;受傷3,2,機車,普通重型,女,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,起步,機車,左側車身,120.488454,22.596841
2022,9,20220914,72200,晴,日間自然光線,縣道,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌,正常,中央分向島,寛式(50公分以上),車道線(附標記),快慢車道分隔線,有,車與車,路口交岔撞,駕駛人,違反號誌管制或指揮,死亡1;受傷3,3,人,乘客,男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,人的狀態,靜立(止),其他,非汽(機)車,120.488454,22.596841
2022,9,20220914,72200,晴,日間自然光線,縣道,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌,正常,中央分向島,寛式(50公分以上),車道線(附標記),快慢車道分隔線,有,車與車,路口交岔撞,駕駛人,違反號誌管制或指揮,死亡1;受傷3,4,人,乘客,男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,人的狀態,靜立(止),其他,非汽(機)車,120.488454,22.596841
2022,9,20220914,73800,晴,日間自然光線,市區道路,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌,正常,中央分向島,寛式(50公分以上),車道線(無標記),快慢車道分隔線,有,車與車,側撞,駕駛人,違反號誌管制或指揮,死亡1;受傷0,1,機車,普通重型,男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,前車頭,120.619837,24.054549
2022,9,20220914,73800,晴,日間自然光線,市區道路,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌,正常,中央分向島,寛式(50公分以上),車道線(無標記),快慢車道分隔線,有,車與車,側撞,駕駛人,違反號誌管制或指揮,死亡1;受傷0,2,小貨車(含客、貨兩用),自用,男,不明,不明,車的狀態,左轉彎,汽車,右側車身,120.619837,24.054549
2022,9,20220914,80300,晴,日間自然光線,市區道路,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,濕潤,無缺陷,無障礙物,良好,良好,無號誌,無號誌,行車分向線,附標記,車道線(無標記),窄式快慢車道分隔島(附柵欄),無,車與車,同向擦撞,駕駛人,變換車道或方向不當,死亡1;受傷1,1,機車,普通重型,男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向右變換車道,機車,右側車身,121.526557,25.087304
2022,9,20220914,80300,晴,日間自然光線,市區道路,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,濕潤,無缺陷,無障礙物,良好,良好,無號誌,無號誌,行車分向線,附標記,車道線(無標記),窄式快慢車道分隔島(附柵欄),無,車與車,同向擦撞,駕駛人,變換車道或方向不當,死亡1;受傷1,2,機車,普通重型,男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,左側車身,121.526557,25.087304
2022,9,20220914,154500,晴,日間自然光線,村里道路,單路部分,直路,路段,一般車道(未劃分快慢車道),水泥,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,人與汽(機)車,穿越道路中,駕駛人,未注意車前狀態,死亡1;受傷0,1,小客車,自用,女,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,右前車頭(身),119.621932,23.581929
2022,9,20220914,154500,晴,日間自然光線,村里道路,單路部分,直路,路段,一般車道(未劃分快慢車道),水泥,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,人與汽(機)車,穿越道路中,駕駛人,未注意車前狀態,死亡1;受傷0,2,人,行人,女,其他(無需使用保護裝備之人),非駕駛人,人的狀態,其他,其他,非汽(機)車,119.621932,23.581929
2022,9,20220914,194000,晴,日間自然光線,縣道,單路部分,橋樑,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,雙向禁止超車線,無標記,車道線(無標記),未繪設快慢車道分隔線,有,車與車,追撞,駕駛人,未保持行車安全距離,死亡1;受傷0,1,小客車,自用,男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,前車頭,120.287164,23.487738
2022,9,20220914,194000,晴,日間自然光線,縣道,單路部分,橋樑,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,雙向禁止超車線,無標記,車道線(無標記),未繪設快慢車道分隔線,有,車與車,追撞,駕駛人,未保持行車安全距離,死亡1;受傷0,2,慢車,腳踏自行車,男,未戴案全帽或未繫安全帶(未使用幼童安全椅),未使用,車的狀態,向前直行中,其他,非汽(機)車,120.287164,23.487738
2022,9,20220915,103305,晴,日間自然光線,縣道,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,汽(機)車本身,撞路樹、電桿,駕駛人,疲勞(患病)駕駛失控,死亡1;受傷0,1,小客車,自用,男,不明,不明,車的狀態,向前直行中,汽車,前車頭,120.173079,23.237567
2022,9,20220915,130400,晴,日間自然光線,其他,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,人與汽(機)車,其他,駕駛人,未注意車前狀態,死亡1;受傷1,1,小貨車(含客、貨兩用),自用,男,不明,不明,車的狀態,向前直行中,汽車,右前車頭(身),120.617543,23.818622
2022,9,20220915,130400,晴,日間自然光線,其他,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,人與汽(機)車,其他,駕駛人,未注意車前狀態,死亡1;受傷1,2,人,乘客,男,不明,不明,人的狀態,不明,其他,非汽(機)車,120.617543,23.818622
2022,9,20220915,162000,晴,日間自然光線,村里道路,交岔路,四岔路,交叉路口,交叉口附近,柏油,乾燥,無缺陷,無障礙物,不良,坡道,無號誌,無號誌,雙向禁止超車線,無標記,禁止變換車道線(無標記),未繪設快慢車道分隔線,無,汽(機)車本身,路上翻車、摔倒,駕駛人,未注意車前狀態,死亡1;受傷0,1,慢車,腳踏自行車,男,未戴案全帽或未繫安全帶(未使用幼童安全椅),非駕駛人,車的狀態,向前直行中,其他,非汽(機)車,120.226155,23.572741
2022,9,20220915,185800,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌(附設行人專用號誌),正常,中央分向島,窄式無柵欄,車道線(無標記),未繪設快慢車道分隔線,無,人與汽(機)車,穿越道路中,行人(或乘客),未依標誌、標線、號誌或手勢指揮穿越道路,死亡1;受傷1,1,人,行人,男,其他(無需使用保護裝備之人),未使用,人的狀態,奔跑,其他,非汽(機)車,121.530518,25.018595
2022,9,20220915,185800,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌(附設行人專用號誌),正常,中央分向島,窄式無柵欄,車道線(無標記),未繪設快慢車道分隔線,無,人與汽(機)車,穿越道路中,行人(或乘客),未依標誌、標線、號誌或手勢指揮穿越道路,死亡1;受傷1,2,機車,普通重型,男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,前車頭,121.530518,25.018595
2022,9,20220915,185800,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌(附設行人專用號誌),正常,中央分向島,窄式無柵欄,車道線(無標記),未繪設快慢車道分隔線,無,人與汽(機)車,穿越道路中,行人(或乘客),未依標誌、標線、號誌或手勢指揮穿越道路,死亡1;受傷1,3,小貨車(含客、貨兩用),自用,女,不明,不明,車的狀態,等待(引擎未熄火),汽車,左後車尾(身),121.530518,25.018595
2022,9,20220915,195324,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,路口交岔撞,駕駛人,違反號誌管制或指揮,死亡1;受傷3,1,機車,普通重型,男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,前車頭,121.297303,24.931379
2022,9,20220915,195324,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,路口交岔撞,駕駛人,違反號誌管制或指揮,死亡1;受傷3,2,機車,普通重型,女,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,前車頭,121.297303,24.931379
2022,9,20220915,195324,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,路口交岔撞,駕駛人,違反號誌管制或指揮,死亡1;受傷3,3,機車,普通重型,女,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,前車頭,121.297303,24.931379
2022,9,20220915,195324,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,路口交岔撞,駕駛人,違反號誌管制或指揮,死亡1;受傷3,4,人,乘客,男,戴安全帽或繫安全帶(使用幼童安全椅),非駕駛人,人的狀態,其他,其他,非汽(機)車,121.297303,24.931379
2022,9,20220915,233900,晴,夜間(或隧道、地下道、涵洞)有照明,縣道,單路部分,直路,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,雙向禁止超車線,無標記,車道線(無標記),未繪設快慢車道分隔線,有,汽(機)車本身,衝出路外,駕駛人,未注意車前狀態,死亡1;受傷0,1,機車,普通重型,女,戴安全帽或繫安全帶(使用幼童安全椅),不明,車的狀態,向前直行中,機車,前車頭,120.283325,23.371306
2022,9,20220916,42058,晴,夜間(或隧道、地下道、涵洞)有照明,國道,單路部分,直路,路段,快車道,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,寛式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,車與車,追撞,其他,拋錨未採安全措施,死亡1;受傷1,1,小客車,自用,女,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,靜止(引擎熄火),汽車,後車尾,120.461239,23.675866
2022,9,20220916,42058,晴,夜間(或隧道、地下道、涵洞)有照明,國道,單路部分,直路,路段,快車道,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,寛式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,車與車,追撞,其他,拋錨未採安全措施,死亡1;受傷1,2,大貨車,自用,男,未戴案全帽或未繫安全帶(未使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,前車頭,120.461239,23.675866
2022,9,20220916,42058,晴,夜間(或隧道、地下道、涵洞)有照明,國道,單路部分,直路,路段,快車道,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,寛式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,車與車,追撞,其他,拋錨未採安全措施,死亡1;受傷1,4,人,乘客,女,不明,非駕駛人,人的狀態,其他,其他,非汽(機)車,120.461239,23.675866
2022,9,20220916,81900,晴,日間自然光線,鄉道,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,對撞,駕駛人,逆向行駛,死亡1;受傷0,1,小客車,自用,男,未戴案全帽或未繫安全帶(未使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,前車頭,120.359641,23.532913
2022,9,20220916,81900,晴,日間自然光線,鄉道,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,對撞,駕駛人,逆向行駛,死亡1;受傷0,2,機車,普通重型,女,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,前車頭,120.359641,23.532913
2022,9,20220916,93000,晴,日間自然光線,村里道路,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,汽(機)車本身,衝出路外,駕駛人,未注意車前狀態,死亡1;受傷0,1,慢車,腳踏自行車,男,不明,未使用,車的狀態,向前直行中,其他,非汽(機)車,120.365126,23.546033
